code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,forumng_clicks,edu_simple,D_peer,Y_withdrawn,Y_pass
CCC,2014B,536170.0,M,North Western Region,HE Qualification,90-100%,35-55,0.0,90.0,N,Distinction,3877.0,1627.0,High,1,0,1
CCC,2014B,536261.0,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Pass,350.0,9.0,High,1,0,1
CCC,2014B,536435.0,M,North Western Region,A Level or Equivalent,10-20,0-35,0.0,90.0,N,Fail,1332.0,9.0,High,1,0,0
CCC,2014B,536536.0,M,North Region,Lower Than A Level,,0-35,0.0,60.0,N,Withdrawn,197.0,5.0,Low,1,1,0
CCC,2014B,537322.0,M,Scotland,A Level or Equivalent,70-80%,35-55,0.0,90.0,N,Pass,1722.0,232.0,High,1,0,1
CCC,2014B,537603.0,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Fail,1479.0,60.0,Low,1,0,0
CCC,2014B,537606.0,F,London Region,A Level or Equivalent,60-70%,0-35,0.0,60.0,N,Fail,319.0,22.0,High,1,0,0
CCC,2014B,537622.0,F,North Western Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,Y,Withdrawn,126.0,6.0,High,1,1,0
CCC,2014B,537654.0,M,North Region,A Level or Equivalent,40-50%,0-35,0.0,30.0,Y,Withdrawn,2787.0,6.0,High,1,1,0
CCC,2014B,537658.0,F,Wales,Lower Than A Level,20-30%,0-35,0.0,90.0,N,Fail,21.0,0.0,Low,0,0,0
CCC,2014B,538887.0,M,South West Region,Lower Than A Level,80-90%,35-55,0.0,60.0,N,Withdrawn,509.0,47.0,Low,1,1,0
CCC,2014B,539328.0,M,Ireland,A Level or Equivalent,0-10%,0-35,0.0,60.0,N,Withdrawn,4280.0,539.0,High,1,1,0
CCC,2014B,539514.0,F,North Region,Lower Than A Level,,0-35,0.0,30.0,N,Fail,1091.0,62.0,Low,1,0,0
CCC,2014B,539695.0,M,North Western Region,Lower Than A Level,30-40%,0-35,0.0,60.0,Y,Withdrawn,0.0,0.0,Low,0,1,0
CCC,2014B,539784.0,M,London Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,Pass,4174.0,53.0,High,1,0,1
CCC,2014B,539971.0,F,Wales,HE Qualification,0-10%,0-35,0.0,90.0,N,Pass,348.0,11.0,High,1,0,1
CCC,2014B,540509.0,M,South East Region,Lower Than A Level,30-40%,0-35,0.0,60.0,N,Withdrawn,419.0,29.0,Low,1,1,0
CCC,2014B,540686.0,M,North Western Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Pass,4416.0,637.0,Low,1,0,1
CCC,2014B,540937.0,M,Yorkshire Region,HE Qualification,0-10%,0-35,0.0,60.0,N,Withdrawn,1.0,0.0,High,0,1,0
CCC,2014B,541003.0,M,South Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,Fail,729.0,104.0,High,1,0,0
CCC,2014B,541184.0,M,North Region,A Level or Equivalent,10-20,0-35,0.0,30.0,N,Withdrawn,315.0,0.0,High,0,1,0
CCC,2014B,542050.0,M,West Midlands Region,HE Qualification,60-70%,0-35,0.0,60.0,N,Withdrawn,566.0,11.0,High,1,1,0
CCC,2014B,542721.0,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Fail,0.0,0.0,High,0,0,0
CCC,2014B,543170.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0.0,90.0,Y,Pass,534.0,58.0,Low,1,0,1
CCC,2014B,543417.0,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0.0,60.0,N,Withdrawn,257.0,2.0,High,1,1,0
CCC,2014B,543475.0,M,South West Region,A Level or Equivalent,60-70%,0-35,0.0,60.0,N,Fail,1262.0,212.0,High,1,0,0
CCC,2014B,543571.0,M,North Region,Lower Than A Level,70-80%,0-35,0.0,60.0,N,Withdrawn,37.0,0.0,Low,0,1,0
CCC,2014B,543628.0,M,North Western Region,HE Qualification,0-10%,35-55,0.0,90.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,543678.0,M,London Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,N,Pass,789.0,6.0,High,1,0,1
CCC,2014B,543924.0,M,South Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Fail,26.0,0.0,High,0,0,0
CCC,2014B,543948.0,M,South West Region,Lower Than A Level,30-40%,0-35,0.0,60.0,N,Pass,2788.0,486.0,Low,1,0,1
CCC,2014B,544075.0,M,North Region,A Level or Equivalent,,35-55,0.0,30.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,544090.0,M,South East Region,A Level or Equivalent,30-40%,0-35,0.0,120.0,N,Fail,875.0,21.0,High,1,0,0
CCC,2014B,544467.0,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0.0,60.0,N,Withdrawn,191.0,32.0,Low,1,1,0
CCC,2014B,544490.0,M,South Region,A Level or Equivalent,90-100%,0-35,0.0,90.0,N,Pass,963.0,195.0,High,1,0,1
CCC,2014B,544594.0,M,London Region,A Level or Equivalent,90-100%,0-35,0.0,90.0,N,Distinction,5421.0,190.0,High,1,0,1
CCC,2014B,544791.0,M,Scotland,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Withdrawn,175.0,14.0,High,1,1,0
CCC,2014B,544839.0,M,Wales,A Level or Equivalent,40-50%,35-55,0.0,60.0,N,Distinction,6366.0,1859.0,High,1,0,1
CCC,2014B,545045.0,M,North Western Region,Lower Than A Level,90-100%,0-35,0.0,60.0,N,Fail,232.0,19.0,Low,1,0,0
CCC,2014B,545740.0,M,South West Region,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Pass,1374.0,122.0,High,1,0,1
CCC,2014B,545747.0,M,East Anglian Region,HE Qualification,70-80%,35-55,0.0,60.0,N,Pass,2359.0,762.0,High,1,0,1
CCC,2014B,546400.0,F,Scotland,A Level or Equivalent,60-70%,0-35,0.0,120.0,N,Withdrawn,27.0,7.0,High,1,1,0
CCC,2014B,546675.0,F,Ireland,A Level or Equivalent,70-80%,0-35,0.0,90.0,N,Withdrawn,130.0,3.0,High,1,1,0
CCC,2014B,546830.0,F,London Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,N,Withdrawn,89.0,15.0,High,1,1,0
CCC,2014B,546954.0,M,London Region,HE Qualification,10-20,0-35,0.0,30.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,547287.0,M,South East Region,HE Qualification,80-90%,35-55,0.0,30.0,N,Distinction,3092.0,748.0,High,1,0,1
CCC,2014B,547332.0,F,West Midlands Region,HE Qualification,20-30%,35-55,0.0,60.0,N,Withdrawn,2159.0,85.0,High,1,1,0
CCC,2014B,547413.0,F,North Western Region,No Formal quals,0-10%,0-35,0.0,90.0,N,Fail,1323.0,168.0,Other,1,0,0
CCC,2014B,547571.0,M,South East Region,A Level or Equivalent,30-40%,0-35,0.0,30.0,N,Withdrawn,395.0,61.0,High,1,1,0
CCC,2014B,547685.0,M,Scotland,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,547816.0,F,North Western Region,Lower Than A Level,60-70%,0-35,0.0,210.0,N,Withdrawn,22.0,0.0,Low,0,1,0
CCC,2014B,547986.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0.0,30.0,N,Withdrawn,213.0,22.0,High,1,1,0
CCC,2014B,548261.0,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0.0,120.0,N,Fail,623.0,3.0,Low,1,0,0
CCC,2014B,548383.0,F,London Region,HE Qualification,30-40%,0-35,0.0,30.0,N,Withdrawn,115.0,12.0,High,1,1,0
CCC,2014B,548386.0,M,London Region,HE Qualification,30-40%,0-35,0.0,60.0,N,Distinction,3645.0,35.0,High,1,0,1
CCC,2014B,548509.0,M,London Region,HE Qualification,70-80%,35-55,0.0,30.0,N,Distinction,2074.0,239.0,High,1,0,1
CCC,2014B,548602.0,M,South Region,A Level or Equivalent,60-70%,0-35,0.0,60.0,N,Pass,338.0,2.0,High,1,0,1
CCC,2014B,548677.0,M,Ireland,A Level or Equivalent,70-80%,35-55,0.0,60.0,N,Pass,1505.0,307.0,High,1,0,1
CCC,2014B,548764.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Fail,1641.0,13.0,High,1,0,0
CCC,2014B,548854.0,M,North Region,Post Graduate Qualification,,35-55,0.0,60.0,N,Pass,888.0,31.0,Other,1,0,1
CCC,2014B,548926.0,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,120.0,N,Withdrawn,170.0,0.0,High,0,1,0
CCC,2014B,549636.0,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,Y,Withdrawn,1071.0,244.0,High,1,1,0
CCC,2014B,549928.0,M,South West Region,A Level or Equivalent,50-60%,0-35,0.0,90.0,N,Fail,87.0,10.0,High,1,0,0
CCC,2014B,549951.0,F,North Region,A Level or Equivalent,80-90%,0-35,0.0,90.0,N,Pass,516.0,61.0,High,1,0,1
CCC,2014B,550092.0,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0.0,90.0,N,Fail,665.0,7.0,High,1,0,0
CCC,2014B,550545.0,F,Scotland,A Level or Equivalent,60-70%,0-35,0.0,60.0,N,Withdrawn,3353.0,1190.0,High,1,1,0
CCC,2014B,550812.0,M,Scotland,A Level or Equivalent,90-100%,0-35,0.0,150.0,N,Withdrawn,253.0,0.0,High,0,1,0
CCC,2014B,550893.0,M,North Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,N,Withdrawn,37.0,4.0,High,1,1,0
CCC,2014B,551115.0,M,Wales,A Level or Equivalent,20-30%,0-35,0.0,30.0,N,Pass,2571.0,227.0,High,1,0,1
CCC,2014B,551267.0,F,North Region,A Level or Equivalent,,0-35,0.0,120.0,N,Pass,1489.0,29.0,High,1,0,1
CCC,2014B,551304.0,F,South West Region,Lower Than A Level,80-90%,35-55,0.0,90.0,N,Pass,2626.0,97.0,Low,1,0,1
CCC,2014B,551478.0,M,South West Region,A Level or Equivalent,50-60%,55<=,0.0,60.0,N,Pass,644.0,55.0,High,1,0,1
CCC,2014B,551528.0,M,Yorkshire Region,Lower Than A Level,,0-35,0.0,120.0,N,Withdrawn,239.0,16.0,Low,1,1,0
CCC,2014B,551604.0,M,South Region,A Level or Equivalent,60-70%,35-55,0.0,30.0,N,Fail,967.0,5.0,High,1,0,0
CCC,2014B,551856.0,M,North Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Fail,373.0,4.0,Low,1,0,0
CCC,2014B,551902.0,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0.0,60.0,N,Fail,1713.0,52.0,Low,1,0,0
CCC,2014B,552166.0,M,West Midlands Region,Lower Than A Level,,0-35,0.0,60.0,N,Withdrawn,646.0,277.0,Low,1,1,0
CCC,2014B,552234.0,M,South East Region,HE Qualification,30-40%,35-55,0.0,60.0,N,Withdrawn,906.0,2.0,High,1,1,0
CCC,2014B,552441.0,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0.0,30.0,N,Distinction,4147.0,1859.0,High,1,0,1
CCC,2014B,552498.0,F,Scotland,A Level or Equivalent,50-60%,35-55,0.0,60.0,N,Withdrawn,716.0,42.0,High,1,1,0
CCC,2014B,552590.0,M,South West Region,A Level or Equivalent,40-50%,0-35,0.0,90.0,N,Withdrawn,252.0,0.0,High,0,1,0
CCC,2014B,552913.0,M,London Region,Lower Than A Level,20-30%,0-35,0.0,150.0,N,Pass,432.0,14.0,Low,1,0,1
CCC,2014B,553021.0,M,Ireland,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Distinction,3162.0,1313.0,High,1,0,1
CCC,2014B,553280.0,F,South Region,A Level or Equivalent,50-60%,0-35,0.0,120.0,N,Distinction,969.0,55.0,High,1,0,1
CCC,2014B,553394.0,F,Yorkshire Region,HE Qualification,10-20,35-55,0.0,90.0,N,Pass,3297.0,398.0,High,1,0,1
CCC,2014B,553410.0,F,London Region,Lower Than A Level,0-10%,0-35,0.0,60.0,Y,Withdrawn,257.0,0.0,Low,0,1,0
CCC,2014B,553568.0,M,South West Region,A Level or Equivalent,90-100%,35-55,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,553655.0,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Pass,2857.0,5.0,High,1,0,1
CCC,2014B,553741.0,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Withdrawn,637.0,36.0,High,1,1,0
CCC,2014B,554141.0,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0.0,30.0,N,Pass,244.0,0.0,Low,0,0,1
CCC,2014B,554205.0,M,Ireland,Lower Than A Level,,0-35,0.0,60.0,N,Fail,3878.0,1829.0,Low,1,0,0
CCC,2014B,554470.0,M,South Region,Lower Than A Level,50-60%,0-35,0.0,90.0,N,Withdrawn,263.0,16.0,Low,1,1,0
CCC,2014B,554583.0,M,Scotland,Lower Than A Level,50-60%,0-35,0.0,90.0,N,Pass,859.0,113.0,Low,1,0,1
CCC,2014B,554588.0,F,North Region,HE Qualification,20-30%,35-55,0.0,90.0,N,Withdrawn,74.0,5.0,High,1,1,0
CCC,2014B,554870.0,M,South Region,Lower Than A Level,50-60%,0-35,0.0,30.0,N,Pass,1196.0,72.0,Low,1,0,1
CCC,2014B,554951.0,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0.0,60.0,Y,Pass,972.0,95.0,High,1,0,1
CCC,2014B,555008.0,M,London Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Pass,754.0,137.0,High,1,0,1
CCC,2014B,555368.0,M,Wales,HE Qualification,0-10%,0-35,0.0,30.0,N,Withdrawn,398.0,29.0,High,1,1,0
CCC,2014B,555604.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,N,Pass,1310.0,23.0,High,1,0,1
CCC,2014B,555706.0,F,East Midlands Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Distinction,1982.0,234.0,Low,1,0,1
CCC,2014B,555953.0,M,South Region,Lower Than A Level,30-40%,0-35,0.0,30.0,N,Withdrawn,187.0,0.0,Low,0,1,0
CCC,2014B,556007.0,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,556042.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Withdrawn,218.0,0.0,High,0,1,0
CCC,2014B,556109.0,M,Ireland,Lower Than A Level,20-30%,0-35,0.0,60.0,N,Withdrawn,523.0,120.0,Low,1,1,0
CCC,2014B,556246.0,M,North Region,Lower Than A Level,,0-35,0.0,60.0,N,Distinction,2000.0,186.0,Low,1,0,1
CCC,2014B,556295.0,M,North Region,Lower Than A Level,,0-35,0.0,30.0,N,Distinction,3164.0,1347.0,Low,1,0,1
CCC,2014B,556521.0,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,Y,Withdrawn,132.0,9.0,High,1,1,0
CCC,2014B,556584.0,M,East Anglian Region,HE Qualification,60-70%,35-55,0.0,60.0,N,Pass,3381.0,225.0,High,1,0,1
CCC,2014B,556587.0,M,London Region,A Level or Equivalent,10-20,35-55,0.0,60.0,N,Fail,561.0,5.0,High,1,0,0
CCC,2014B,556709.0,M,Ireland,A Level or Equivalent,80-90%,0-35,0.0,60.0,N,Withdrawn,68.0,12.0,High,1,1,0
CCC,2014B,556858.0,F,South Region,A Level or Equivalent,90-100%,35-55,0.0,30.0,N,Pass,818.0,3.0,High,1,0,1
CCC,2014B,556918.0,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0.0,30.0,N,Withdrawn,465.0,106.0,High,1,1,0
CCC,2014B,557172.0,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0.0,30.0,N,Fail,28.0,0.0,Low,0,0,0
CCC,2014B,557700.0,M,North Region,Post Graduate Qualification,,0-35,0.0,60.0,N,Withdrawn,4430.0,921.0,Other,1,1,0
CCC,2014B,557849.0,M,Scotland,HE Qualification,50-60%,35-55,0.0,90.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,557995.0,M,London Region,HE Qualification,10-20,0-35,0.0,120.0,N,Withdrawn,655.0,63.0,High,1,1,0
CCC,2014B,558122.0,M,Scotland,Post Graduate Qualification,90-100%,35-55,0.0,60.0,N,Fail,223.0,10.0,Other,1,0,0
CCC,2014B,558444.0,F,London Region,Lower Than A Level,10-20,0-35,0.0,180.0,N,Fail,1.0,0.0,Low,0,0,0
CCC,2014B,558471.0,M,South Region,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Withdrawn,663.0,5.0,High,1,1,0
CCC,2014B,558518.0,M,South Region,HE Qualification,90-100%,0-35,0.0,30.0,N,Pass,539.0,4.0,High,1,0,1
CCC,2014B,558616.0,M,North Region,Lower Than A Level,60-70%,0-35,0.0,30.0,N,Pass,2026.0,217.0,Low,1,0,1
CCC,2014B,558806.0,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0.0,30.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,558914.0,F,North Western Region,A Level or Equivalent,10-20,0-35,0.0,90.0,N,Fail,2852.0,914.0,High,1,0,0
CCC,2014B,559157.0,M,South East Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Withdrawn,683.0,0.0,Low,0,1,0
CCC,2014B,559469.0,F,North Region,Lower Than A Level,,0-35,0.0,30.0,N,Withdrawn,85.0,16.0,Low,1,1,0
CCC,2014B,559706.0,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0.0,30.0,N,Pass,1431.0,98.0,Low,1,0,1
CCC,2014B,559770.0,M,South East Region,HE Qualification,90-100%,35-55,0.0,60.0,N,Pass,4629.0,1172.0,High,1,0,1
CCC,2014B,559912.0,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Withdrawn,206.0,4.0,Low,1,1,0
CCC,2014B,559977.0,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Fail,150.0,0.0,Low,0,0,0
CCC,2014B,560114.0,M,North Western Region,A Level or Equivalent,10-20,0-35,0.0,30.0,Y,Pass,2443.0,982.0,High,1,0,1
CCC,2014B,560311.0,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Distinction,3081.0,263.0,Low,1,0,1
CCC,2014B,560494.0,M,London Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,Y,Pass,1294.0,188.0,High,1,0,1
CCC,2014B,560784.0,M,South Region,Lower Than A Level,80-90%,0-35,0.0,60.0,N,Withdrawn,1192.0,11.0,Low,1,1,0
CCC,2014B,560951.0,M,South East Region,A Level or Equivalent,80-90%,35-55,0.0,60.0,N,Fail,411.0,37.0,High,1,0,0
CCC,2014B,561363.0,M,Scotland,Post Graduate Qualification,80-90%,35-55,0.0,60.0,N,Pass,859.0,95.0,Other,1,0,1
CCC,2014B,561559.0,M,South Region,HE Qualification,40-50%,35-55,0.0,60.0,N,Pass,2196.0,1.0,High,1,0,1
CCC,2014B,561774.0,M,Scotland,A Level or Equivalent,60-70%,0-35,0.0,90.0,N,Pass,2101.0,172.0,High,1,0,1
CCC,2014B,561823.0,M,South East Region,A Level or Equivalent,10-20,0-35,0.0,120.0,N,Withdrawn,66.0,25.0,High,1,1,0
CCC,2014B,562450.0,F,South Region,A Level or Equivalent,10-20,0-35,0.0,120.0,N,Pass,865.0,9.0,High,1,0,1
CCC,2014B,562585.0,F,South East Region,No Formal quals,60-70%,0-35,0.0,90.0,N,Withdrawn,121.0,0.0,Other,0,1,0
CCC,2014B,562825.0,M,East Midlands Region,HE Qualification,90-100%,35-55,0.0,60.0,N,Pass,545.0,63.0,High,1,0,1
CCC,2014B,563046.0,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Pass,527.0,3.0,High,1,0,1
CCC,2014B,563556.0,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,N,Withdrawn,37.0,0.0,High,0,1,0
CCC,2014B,563631.0,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0.0,90.0,N,Fail,119.0,8.0,High,1,0,0
CCC,2014B,563819.0,M,South East Region,A Level or Equivalent,50-60%,0-35,0.0,90.0,Y,Pass,450.0,18.0,High,1,0,1
CCC,2014B,563967.0,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Withdrawn,264.0,4.0,High,1,1,0
CCC,2014B,564325.0,F,North Western Region,Lower Than A Level,30-40%,0-35,0.0,120.0,Y,Withdrawn,11.0,0.0,Low,0,1,0
CCC,2014B,564444.0,M,London Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,Low,0,1,0
CCC,2014B,564700.0,M,South Region,Lower Than A Level,70-80%,0-35,0.0,120.0,N,Withdrawn,147.0,6.0,Low,1,1,0
CCC,2014B,564841.0,F,South Region,HE Qualification,90-100%,35-55,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,565275.0,M,South Region,A Level or Equivalent,40-50%,0-35,0.0,150.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,565399.0,M,London Region,HE Qualification,0-10%,0-35,0.0,30.0,N,Distinction,2490.0,90.0,High,1,0,1
CCC,2014B,565838.0,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Fail,757.0,50.0,High,1,0,0
CCC,2014B,565883.0,M,Scotland,Lower Than A Level,10-20,0-35,0.0,60.0,N,Withdrawn,1557.0,285.0,Low,1,1,0
CCC,2014B,566185.0,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0.0,120.0,N,Fail,900.0,68.0,High,1,0,0
CCC,2014B,566310.0,M,Scotland,A Level or Equivalent,10-20,35-55,0.0,60.0,N,Pass,4345.0,863.0,High,1,0,1
CCC,2014B,566428.0,M,South West Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Distinction,679.0,4.0,High,1,0,1
CCC,2014B,566664.0,M,London Region,A Level or Equivalent,40-50%,0-35,0.0,90.0,N,Withdrawn,255.0,47.0,High,1,1,0
CCC,2014B,566670.0,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0.0,60.0,N,Pass,2990.0,13.0,Low,1,0,1
CCC,2014B,566704.0,F,Wales,HE Qualification,20-30%,35-55,0.0,90.0,N,Withdrawn,142.0,3.0,High,1,1,0
CCC,2014B,566715.0,F,South Region,A Level or Equivalent,90-100%,0-35,0.0,90.0,N,Pass,415.0,4.0,High,1,0,1
CCC,2014B,566871.0,M,London Region,Lower Than A Level,10-20,0-35,0.0,90.0,N,Fail,638.0,185.0,Low,1,0,0
CCC,2014B,566872.0,F,South East Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Withdrawn,176.0,13.0,High,1,1,0
CCC,2014B,568047.0,F,London Region,HE Qualification,50-60%,35-55,0.0,60.0,N,Fail,302.0,5.0,High,1,0,0
CCC,2014B,568084.0,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0.0,120.0,N,Distinction,919.0,11.0,High,1,0,1
CCC,2014B,569080.0,M,London Region,A Level or Equivalent,10-20,0-35,0.0,30.0,N,Distinction,4522.0,113.0,High,1,0,1
CCC,2014B,569108.0,M,South East Region,A Level or Equivalent,70-80%,0-35,0.0,30.0,Y,Distinction,1785.0,38.0,High,1,0,1
CCC,2014B,569342.0,M,South Region,Lower Than A Level,70-80%,0-35,0.0,120.0,N,Fail,797.0,416.0,Low,1,0,0
CCC,2014B,569609.0,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0.0,120.0,N,Pass,1407.0,221.0,High,1,0,1
CCC,2014B,569712.0,M,South Region,Lower Than A Level,50-60%,35-55,0.0,120.0,Y,Withdrawn,1123.0,13.0,Low,1,1,0
CCC,2014B,569928.0,M,South East Region,A Level or Equivalent,80-90%,0-35,0.0,150.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,570113.0,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0.0,120.0,N,Withdrawn,136.0,2.0,High,1,1,0
CCC,2014B,570377.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0.0,60.0,N,Withdrawn,49.0,0.0,Low,0,1,0
CCC,2014B,570410.0,F,East Anglian Region,No Formal quals,30-40%,0-35,0.0,60.0,N,Pass,599.0,0.0,Other,0,0,1
CCC,2014B,570488.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Withdrawn,23.0,0.0,High,0,1,0
CCC,2014B,570514.0,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0.0,60.0,N,Withdrawn,1177.0,74.0,High,1,1,0
CCC,2014B,570872.0,F,London Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,Y,Pass,910.0,19.0,High,1,0,1
CCC,2014B,570967.0,F,London Region,Lower Than A Level,30-40%,35-55,0.0,60.0,N,Pass,1343.0,2.0,Low,1,0,1
CCC,2014B,571025.0,M,East Anglian Region,No Formal quals,20-30%,0-35,0.0,60.0,N,Withdrawn,1431.0,87.0,Other,1,1,0
CCC,2014B,571128.0,M,Scotland,HE Qualification,80-90%,0-35,0.0,60.0,N,Withdrawn,267.0,30.0,High,1,1,0
CCC,2014B,571129.0,M,Scotland,HE Qualification,90-100%,35-55,0.0,30.0,Y,Distinction,7140.0,2376.0,High,1,0,1
CCC,2014B,571233.0,M,South West Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Withdrawn,757.0,73.0,Low,1,1,0
CCC,2014B,571276.0,F,South Region,Lower Than A Level,70-80%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,Low,0,1,0
CCC,2014B,571365.0,F,North Region,A Level or Equivalent,40-50%,35-55,0.0,60.0,N,Withdrawn,24.0,0.0,High,0,1,0
CCC,2014B,571389.0,F,North Western Region,Lower Than A Level,20-30%,0-35,0.0,60.0,N,Withdrawn,321.0,45.0,Low,1,1,0
CCC,2014B,571571.0,F,East Anglian Region,HE Qualification,20-30%,0-35,0.0,90.0,N,Distinction,1332.0,440.0,High,1,0,1
CCC,2014B,571595.0,M,Scotland,Lower Than A Level,70-80%,0-35,0.0,90.0,N,Fail,80.0,17.0,Low,1,0,0
CCC,2014B,571702.0,M,North Western Region,Lower Than A Level,50-60%,35-55,0.0,90.0,N,Withdrawn,0.0,0.0,Low,0,1,0
CCC,2014B,571776.0,M,North Region,A Level or Equivalent,,0-35,0.0,120.0,N,Pass,2109.0,801.0,High,1,0,1
CCC,2014B,571992.0,M,London Region,Lower Than A Level,10-20,0-35,0.0,120.0,N,Withdrawn,111.0,11.0,Low,1,1,0
CCC,2014B,572036.0,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0.0,120.0,N,Pass,1508.0,76.0,Low,1,0,1
CCC,2014B,572154.0,M,Scotland,HE Qualification,40-50%,0-35,0.0,150.0,N,Withdrawn,983.0,134.0,High,1,1,0
CCC,2014B,572241.0,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0.0,120.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,572279.0,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0.0,90.0,N,Withdrawn,47.0,2.0,Low,1,1,0
CCC,2014B,572303.0,M,Scotland,HE Qualification,90-100%,0-35,0.0,90.0,N,Pass,833.0,120.0,High,1,0,1
CCC,2014B,572382.0,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0.0,120.0,N,Fail,300.0,5.0,High,1,0,0
