user_id,total_submissions,first_sub_time,last_sub_time,unique_problems_attempted,accepted_problems,accepted_count,unique_active_days,mid_high_attempted,first_result,D_prior,acceptance_rate,Y_low_completion
289,4,2019-07-11 08:36:10.832178+00:00,2019-07-11 08:38:12.395373+00:00,1,1,1,1,0,-2,0,0.25,1
291,2,2019-07-15 02:17:29.299106+00:00,2019-07-15 02:18:06.622273+00:00,2,0,0,1,0,4,0,0.0,1
294,101,2019-07-12 07:14:55.159424+00:00,2019-10-18 15:14:57.122907+00:00,40,35,35,10,0,0,1,0.3465346534653465,0
295,2,2019-07-08 08:54:53.490540+00:00,2019-07-08 08:55:25.024415+00:00,1,1,1,1,0,6,0,0.5,1
296,1,2019-07-10 14:30:09.586260+00:00,2019-07-10 14:30:09.586260+00:00,1,1,1,1,0,0,1,1.0,1
297,81,2019-07-11 02:12:45.970220+00:00,2019-07-20 03:48:28.947355+00:00,32,30,33,9,0,-1,0,0.4074074074074074,0
298,1,2019-07-11 06:26:27.102395+00:00,2019-07-11 06:26:27.102395+00:00,1,0,0,1,0,-1,0,0.0,1
299,69,2019-07-11 07:42:33.668929+00:00,2019-07-14 15:27:43.024554+00:00,18,17,27,4,3,-2,0,0.391304347826087,0
300,106,2019-07-11 07:49:59.074951+00:00,2019-07-27 03:29:20.101211+00:00,34,21,27,12,3,0,1,0.25471698113207547,0
301,7,2019-07-11 08:30:09.320790+00:00,2019-07-11 09:48:41.153012+00:00,2,1,1,1,0,0,1,0.14285714285714285,1
302,8,2019-07-12 14:37:20.284153+00:00,2019-07-15 06:13:45.358111+00:00,2,2,3,2,0,0,1,0.375,1
303,70,2019-07-13 00:39:16.702050+00:00,2019-08-01 13:59:40.507023+00:00,15,8,12,6,0,0,1,0.17142857142857143,0
307,7,2019-07-14 09:24:13.048676+00:00,2019-07-15 09:18:25.042652+00:00,1,1,1,2,0,-2,0,0.14285714285714285,1
308,28,2019-07-16 00:32:44.147027+00:00,2019-07-16 03:27:52.614358+00:00,6,6,6,1,0,-1,0,0.21428571428571427,0
309,15,2019-07-16 00:34:00.334941+00:00,2019-07-16 03:27:46.991934+00:00,7,6,6,1,0,0,1,0.4,0
310,17,2019-07-16 00:39:18.760808+00:00,2019-07-16 02:36:26.063377+00:00,7,7,7,1,0,0,1,0.4117647058823529,0
311,12,2019-07-16 01:02:24.232888+00:00,2019-07-16 03:29:57.148537+00:00,4,2,2,1,0,-1,0,0.16666666666666666,1
312,27,2019-07-16 00:40:34.384253+00:00,2019-07-16 03:28:55.457861+00:00,8,6,6,1,0,0,1,0.2222222222222222,0
313,14,2019-07-16 00:35:27.706965+00:00,2019-07-16 03:27:52.255935+00:00,8,6,6,1,0,-1,0,0.42857142857142855,0
314,20,2019-07-16 01:20:24.354115+00:00,2019-07-16 03:28:21.668517+00:00,5,1,1,1,0,-1,0,0.05,1
315,28,2019-07-16 00:47:07.338132+00:00,2019-07-16 03:29:35.700102+00:00,4,3,3,1,0,0,1,0.10714285714285714,1
316,31,2019-07-16 00:34:48.235242+00:00,2019-07-16 03:28:04.139475+00:00,7,6,6,1,0,0,1,0.1935483870967742,0
317,11,2019-07-16 00:21:57.596250+00:00,2019-07-16 02:58:02.689869+00:00,6,4,4,1,0,-1,0,0.36363636363636365,1
318,23,2019-07-16 00:35:46.914848+00:00,2019-07-16 03:29:38.897959+00:00,7,5,5,1,0,-1,0,0.21739130434782608,0
319,20,2019-07-16 00:47:57.171526+00:00,2019-07-16 03:28:55.394300+00:00,7,6,6,1,0,-1,0,0.3,0
320,10,2019-07-16 02:04:42.569839+00:00,2019-07-16 03:26:26.974692+00:00,3,2,2,1,0,0,1,0.2,1
321,9,2019-07-16 00:40:54.258064+00:00,2019-07-16 03:02:11.402214+00:00,6,5,5,1,0,0,1,0.5555555555555556,0
322,35,2019-07-16 00:57:03.962659+00:00,2019-07-16 03:29:33.030112+00:00,8,0,0,1,0,-1,0,0.0,1
323,11,2019-07-16 00:48:17.194474+00:00,2019-07-16 03:25:28.213962+00:00,4,3,3,1,0,0,1,0.2727272727272727,1
324,35,2019-07-16 00:40:14.907888+00:00,2019-07-16 03:29:53.328776+00:00,5,3,3,1,0,-1,0,0.08571428571428572,1
325,9,2019-07-16 00:53:45.111316+00:00,2019-07-16 03:15:42.985194+00:00,4,2,2,1,0,-1,0,0.2222222222222222,1
326,10,2019-07-16 01:03:59.006821+00:00,2019-07-16 02:56:21.786501+00:00,4,4,4,1,0,0,1,0.4,1
327,14,2019-07-16 00:42:11.220953+00:00,2019-07-16 03:27:03.753385+00:00,5,3,3,1,0,0,1,0.21428571428571427,1
328,15,2019-07-16 00:47:59.264928+00:00,2019-07-16 03:28:28.531580+00:00,5,3,3,1,0,-2,0,0.2,1
329,11,2019-07-16 00:56:24.423681+00:00,2019-07-16 02:43:13.780413+00:00,5,3,3,1,0,-1,0,0.2727272727272727,1
330,14,2019-07-16 00:22:34.969343+00:00,2019-07-16 03:24:16.704259+00:00,4,1,1,1,0,0,1,0.07142857142857142,1
331,22,2019-07-16 00:44:03.937144+00:00,2019-07-16 03:28:49.947591+00:00,7,6,6,1,0,-1,0,0.2727272727272727,0
332,18,2019-07-16 01:17:47.958813+00:00,2019-07-16 03:23:27.159744+00:00,5,2,2,1,0,-1,0,0.1111111111111111,1
334,14,2019-07-16 01:04:10.657792+00:00,2019-07-16 03:28:30.358574+00:00,4,2,2,1,0,-2,0,0.14285714285714285,1
335,14,2019-07-16 00:55:33.722242+00:00,2019-07-16 03:26:34.592804+00:00,6,2,2,1,0,-1,0,0.14285714285714285,1
336,10,2019-07-16 00:28:59.213173+00:00,2019-07-16 03:04:03.883622+00:00,6,5,5,1,0,-2,0,0.5,0
337,18,2019-07-16 00:45:34.431653+00:00,2019-07-16 03:28:50.540090+00:00,6,4,4,1,0,-1,0,0.2222222222222222,1
338,21,2019-07-16 01:06:03.729629+00:00,2019-07-16 03:29:39.691034+00:00,4,2,2,1,0,-1,0,0.09523809523809523,1
339,8,2019-07-16 00:45:50.593554+00:00,2019-07-16 03:04:11.704787+00:00,4,2,2,1,0,-1,0,0.25,1
340,13,2019-07-16 00:35:31.106056+00:00,2019-07-16 03:19:44.840828+00:00,6,5,5,1,0,0,1,0.38461538461538464,0
341,14,2019-07-16 00:28:35.100547+00:00,2019-07-16 03:29:41.176935+00:00,6,6,6,1,0,0,1,0.42857142857142855,0
342,36,2019-07-16 00:28:53.742079+00:00,2019-07-16 03:22:44.215930+00:00,9,4,4,1,0,0,1,0.1111111111111111,1
343,16,2019-07-16 00:54:25.057997+00:00,2019-07-16 03:26:49.800028+00:00,3,2,2,1,0,-1,0,0.125,1
344,29,2019-07-16 00:20:06.936353+00:00,2019-07-16 03:29:43.933201+00:00,8,7,9,1,0,0,1,0.3103448275862069,0
345,16,2019-07-16 01:05:33.866442+00:00,2019-07-16 03:25:13.222899+00:00,5,2,2,1,0,0,1,0.125,1
346,8,2019-07-16 00:58:44.474760+00:00,2019-07-16 02:58:11.267239+00:00,2,2,2,1,0,-1,0,0.25,1
348,13,2019-07-16 00:39:03.317313+00:00,2019-07-16 03:29:31.825825+00:00,7,6,6,1,0,0,1,0.46153846153846156,0
349,9,2019-07-16 00:41:42.377878+00:00,2019-07-16 03:29:37.969839+00:00,3,2,2,1,0,-1,0,0.2222222222222222,1
350,22,2019-07-16 00:53:16.956503+00:00,2019-07-16 03:27:27.352075+00:00,5,3,3,1,0,-1,0,0.13636363636363635,1
351,13,2019-07-16 00:45:16.556427+00:00,2019-07-16 03:27:03.639075+00:00,5,3,3,1,0,-1,0,0.23076923076923078,1
352,16,2019-07-16 00:23:24.219026+00:00,2019-07-16 03:27:14.896548+00:00,3,1,1,1,0,0,1,0.0625,1
353,14,2019-07-16 00:41:11.894411+00:00,2019-07-16 02:47:15.290750+00:00,7,7,7,1,0,0,1,0.5,0
354,5,2019-07-14 08:08:58.882887+00:00,2019-07-14 08:43:49.647247+00:00,2,2,2,1,0,0,1,0.4,1
355,1,2019-07-15 15:44:00.400422+00:00,2019-07-15 15:44:00.400422+00:00,1,1,1,1,0,0,1,1.0,1
356,286,2019-07-18 03:46:27.833381+00:00,2021-06-25 10:30:24.361430+00:00,62,56,90,36,59,-2,0,0.3146853146853147,0
357,3,2019-08-10 16:49:58.640910+00:00,2019-08-10 16:53:21.168145+00:00,1,1,1,1,0,-2,0,0.3333333333333333,1
358,1621,2019-09-10 11:58:04.762080+00:00,2021-01-09 08:39:33.829032+00:00,133,107,212,78,363,-2,0,0.1307834669956817,0
360,2,2019-09-08 02:24:06.576850+00:00,2019-09-08 02:24:17.571286+00:00,1,1,1,1,0,-2,0,0.5,1
362,4,2019-09-10 08:13:54.349309+00:00,2019-09-19 01:14:09.228977+00:00,2,2,3,2,0,0,1,0.75,1
363,1,2019-09-10 08:37:51.522468+00:00,2019-09-10 08:37:51.522468+00:00,1,1,1,1,0,0,1,1.0,1
366,636,2019-09-18 02:50:46.574637+00:00,2020-06-28 06:09:17.434682+00:00,157,152,163,59,103,-1,0,0.2562893081761006,0
367,472,2019-09-11 02:51:04.409467+00:00,2020-06-28 05:16:09.353974+00:00,212,196,200,42,95,-2,0,0.423728813559322,0
368,271,2019-09-18 04:21:00.996617+00:00,2020-06-28 06:34:40.266723+00:00,134,129,133,57,48,-1,0,0.4907749077490775,0
369,367,2019-09-11 11:18:39.050784+00:00,2020-06-28 06:32:58.851615+00:00,163,153,165,69,84,0,1,0.44959128065395093,0
370,255,2019-09-11 02:12:07.871263+00:00,2020-09-29 06:04:16.946411+00:00,133,132,140,31,65,0,1,0.5490196078431373,0
371,376,2019-09-11 13:07:26.127159+00:00,2020-06-28 05:57:10.893749+00:00,149,134,157,61,57,-1,0,0.4175531914893617,0
372,352,2019-09-11 02:41:09.087645+00:00,2020-07-09 02:48:45.501405+00:00,169,157,170,56,96,-1,0,0.48295454545454547,0
373,351,2019-09-12 01:29:05.601034+00:00,2020-06-28 06:50:13.268648+00:00,138,117,123,50,82,0,1,0.3504273504273504,0
374,321,2019-09-19 00:04:55.942103+00:00,2020-05-20 03:56:38.999039+00:00,89,80,85,29,78,-1,0,0.26479750778816197,0
375,239,2019-09-14 12:23:38.819318+00:00,2020-06-10 13:31:32.780209+00:00,113,105,109,54,52,-1,0,0.4560669456066946,0
376,469,2019-09-19 11:41:16.159734+00:00,2020-06-28 06:42:13.069474+00:00,160,140,143,52,64,-1,0,0.3049040511727079,0
377,1345,2019-09-14 02:07:24.000878+00:00,2020-06-28 06:01:49.698482+00:00,267,257,279,65,382,0,1,0.20743494423791822,0
378,652,2019-09-11 02:55:44.348318+00:00,2020-06-28 06:33:48.991354+00:00,175,159,173,60,155,-2,0,0.26533742331288346,0
379,802,2019-09-11 03:30:57.629250+00:00,2021-04-27 02:06:25.384635+00:00,278,270,311,74,120,-1,0,0.3877805486284289,0
380,388,2019-09-13 06:13:55.526702+00:00,2020-06-28 06:55:26.658623+00:00,145,133,142,62,67,-1,0,0.36597938144329895,0
381,577,2019-09-11 02:17:20.676641+00:00,2021-01-08 06:03:02.710973+00:00,272,269,292,59,191,0,1,0.5060658578856152,0
382,321,2019-09-11 11:06:07.690763+00:00,2020-06-28 06:54:11.326197+00:00,145,130,136,57,77,-1,0,0.4236760124610592,0
383,503,2019-09-17 11:54:44.241110+00:00,2020-06-28 06:49:36.018482+00:00,147,136,151,59,111,-1,0,0.30019880715705766,0
384,343,2019-09-12 00:55:05.931459+00:00,2020-06-28 06:46:28.015017+00:00,146,132,136,59,73,-2,0,0.3965014577259475,0
385,409,2019-09-15 12:54:15.892729+00:00,2020-06-28 06:48:06.163737+00:00,162,152,183,55,74,0,1,0.4474327628361858,0
386,657,2019-09-11 02:20:05.470326+00:00,2020-06-28 06:58:11.043963+00:00,276,270,273,62,146,-1,0,0.4155251141552511,0
387,371,2019-09-18 02:30:44.303079+00:00,2020-06-28 06:36:43.577664+00:00,171,156,162,60,60,-1,0,0.4366576819407008,0
388,333,2019-09-18 02:58:36.544174+00:00,2020-06-28 06:54:16.004164+00:00,146,133,143,54,92,0,1,0.4294294294294294,0
389,190,2019-09-16 08:42:12.693757+00:00,2021-06-16 07:33:25.157032+00:00,127,126,134,61,41,-1,0,0.7052631578947368,0
390,349,2019-09-13 12:41:47.845062+00:00,2021-02-10 16:50:11.096979+00:00,135,116,121,57,49,-1,0,0.3467048710601719,0
391,425,2019-09-18 04:40:23.232478+00:00,2020-06-28 06:58:21.347287+00:00,174,160,161,51,56,0,1,0.3788235294117647,0
392,347,2019-09-19 10:41:07.690750+00:00,2020-06-28 06:25:15.110161+00:00,171,160,183,73,69,-1,0,0.5273775216138329,0
393,810,2019-09-18 02:50:13.215894+00:00,2020-06-28 05:36:58.852501+00:00,159,144,294,59,185,-1,0,0.362962962962963,0
395,382,2019-09-18 03:24:28.143746+00:00,2020-06-28 06:59:46.080373+00:00,158,141,154,65,84,0,1,0.4031413612565445,0
397,61,2019-09-20 04:57:26.886763+00:00,2020-05-15 03:54:20.672019+00:00,32,29,32,12,17,0,1,0.5245901639344263,0
398,12,2019-09-25 00:36:01.099544+00:00,2019-09-25 03:11:54.094366+00:00,5,2,2,1,0,0,1,0.16666666666666666,1
399,13,2019-09-25 00:33:36.668922+00:00,2019-09-25 03:19:28.193217+00:00,8,7,7,1,0,0,1,0.5384615384615384,0
400,14,2019-09-25 00:25:38.040666+00:00,2019-09-25 02:40:32.828322+00:00,5,3,3,1,0,0,1,0.21428571428571427,1
401,18,2019-09-25 00:33:16.272292+00:00,2019-09-25 03:28:42.581814+00:00,4,3,3,1,0,0,1,0.16666666666666666,1
402,17,2019-09-25 00:40:44.215603+00:00,2019-09-25 03:21:24.821675+00:00,5,1,1,1,0,0,1,0.058823529411764705,1
403,17,2019-09-25 00:45:00.144528+00:00,2019-09-25 03:27:26.005518+00:00,5,1,1,1,0,4,0,0.058823529411764705,1
405,13,2019-09-25 00:33:20.527283+00:00,2019-09-25 03:27:55.589399+00:00,7,6,6,1,0,0,1,0.46153846153846156,0
406,11,2019-09-25 00:33:51.019147+00:00,2019-09-25 03:28:06.601514+00:00,5,4,4,1,0,0,1,0.36363636363636365,1
407,16,2019-09-25 00:32:09.021112+00:00,2019-09-25 03:18:50.637479+00:00,7,5,5,1,0,0,1,0.3125,0
408,19,2019-09-25 00:50:06.959477+00:00,2019-09-25 03:23:34.939185+00:00,3,0,0,1,0,-2,0,0.0,1
409,14,2019-09-25 00:32:32.225969+00:00,2019-09-25 03:27:53.082481+00:00,6,5,5,1,0,0,1,0.35714285714285715,0
410,6,2019-09-25 00:53:09.543200+00:00,2019-09-25 03:27:48.429226+00:00,4,1,1,1,0,-1,0,0.16666666666666666,1
411,15,2019-09-25 00:32:57.829379+00:00,2019-09-25 03:27:56.894505+00:00,3,2,2,1,0,0,1,0.13333333333333333,1
412,16,2019-09-25 00:37:33.256754+00:00,2019-09-25 03:29:25.741063+00:00,4,3,3,1,0,0,1,0.1875,1
413,11,2019-09-25 00:36:38.105952+00:00,2019-09-25 03:23:39.915542+00:00,5,4,4,1,0,0,1,0.36363636363636365,1
414,26,2019-09-25 00:34:12.940332+00:00,2019-09-25 03:20:57.412541+00:00,6,5,5,1,0,0,1,0.19230769230769232,0
415,17,2019-09-25 00:25:30.291718+00:00,2019-09-25 03:23:42.104283+00:00,5,4,4,1,0,0,1,0.23529411764705882,1
416,10,2019-09-25 01:06:00.082684+00:00,2019-09-25 02:52:52.705320+00:00,3,3,3,1,0,-1,0,0.3,1
418,18,2019-09-25 00:33:15.332664+00:00,2019-09-25 03:03:08.222979+00:00,5,3,3,1,0,0,1,0.16666666666666666,1
419,23,2019-09-25 00:40:55.002835+00:00,2019-09-25 03:23:24.535142+00:00,4,2,2,1,0,0,1,0.08695652173913043,1
420,14,2019-09-25 00:33:35.785242+00:00,2019-09-25 03:29:45.772420+00:00,5,3,3,1,0,0,1,0.21428571428571427,1
421,16,2019-09-25 00:22:04.338541+00:00,2019-09-25 03:29:54.538588+00:00,7,5,5,1,0,0,1,0.3125,0
422,15,2019-09-25 00:37:55.940764+00:00,2019-09-25 03:28:39.304145+00:00,5,2,2,1,0,0,1,0.13333333333333333,1
423,39,2019-09-25 00:27:11.718602+00:00,2019-09-25 03:29:59.234669+00:00,7,5,5,1,0,0,1,0.1282051282051282,0
424,17,2019-09-25 01:05:12.662984+00:00,2019-09-25 03:08:21.096829+00:00,4,1,1,1,0,-1,0,0.058823529411764705,1
425,33,2019-09-25 00:32:58.375320+00:00,2019-09-25 03:28:39.764198+00:00,7,5,5,1,0,0,1,0.15151515151515152,0
426,10,2019-09-25 00:53:31.232214+00:00,2019-09-25 02:42:48.785002+00:00,2,1,1,1,0,-2,0,0.1,1
427,18,2019-09-25 00:33:47.679530+00:00,2019-09-25 03:27:59.395070+00:00,6,3,3,1,0,4,0,0.16666666666666666,1
428,38,2019-09-25 00:36:19.044651+00:00,2019-09-25 03:29:49.621842+00:00,6,5,5,1,0,-2,0,0.13157894736842105,0
429,20,2019-09-25 00:32:23.657469+00:00,2019-09-25 03:27:19.249844+00:00,7,6,6,1,0,0,1,0.3,0
430,17,2019-09-25 00:48:54.831505+00:00,2019-09-25 03:20:23.293712+00:00,2,1,1,1,0,-1,0,0.058823529411764705,1
431,20,2019-09-25 00:35:39.362053+00:00,2019-09-25 03:27:06.652613+00:00,5,5,5,1,0,-2,0,0.25,0
432,14,2019-09-25 00:34:30.163263+00:00,2019-09-25 03:29:12.404061+00:00,4,2,6,1,0,0,1,0.42857142857142855,1
433,21,2019-09-25 00:35:47.976753+00:00,2019-09-25 03:19:17.368372+00:00,6,4,9,1,0,0,1,0.42857142857142855,1
434,6,2019-09-25 00:36:19.801133+00:00,2019-09-25 02:40:14.562083+00:00,3,2,2,1,0,0,1,0.3333333333333333,1
435,23,2019-09-25 00:35:11.214903+00:00,2019-09-25 03:26:24.444191+00:00,8,3,3,1,0,-1,0,0.13043478260869565,1
436,31,2019-09-25 00:37:13.028900+00:00,2019-09-25 03:26:31.758192+00:00,3,2,2,1,0,0,1,0.06451612903225806,1
437,22,2019-09-25 00:44:49.477887+00:00,2019-09-25 03:29:55.707890+00:00,4,3,3,1,0,-2,0,0.13636363636363635,1
438,7,2019-09-25 00:38:20.581248+00:00,2019-09-25 02:21:08.951124+00:00,3,1,1,1,0,-1,0,0.14285714285714285,1
439,9,2019-09-25 00:41:45.560305+00:00,2019-09-25 02:33:46.588850+00:00,4,3,3,1,0,-1,0,0.3333333333333333,1
440,10,2019-09-25 00:33:01.250146+00:00,2019-09-25 03:09:18.377954+00:00,7,6,6,1,0,0,1,0.6,0
441,12,2019-09-25 00:44:44.816847+00:00,2019-09-25 03:23:44.536536+00:00,4,1,1,1,0,0,1,0.08333333333333333,1
442,11,2019-09-25 00:45:33.165693+00:00,2019-09-25 03:10:48.888940+00:00,5,3,3,1,0,0,1,0.2727272727272727,1
443,27,2019-09-25 00:37:16.915656+00:00,2019-09-25 03:29:52.353450+00:00,5,2,2,1,0,-2,0,0.07407407407407407,1
444,15,2019-09-25 00:21:53.009226+00:00,2019-09-25 03:22:33.678060+00:00,6,2,2,1,0,-2,0,0.13333333333333333,1
445,14,2019-09-25 00:45:40.013007+00:00,2019-09-25 03:28:37.705495+00:00,3,1,1,1,0,-1,0,0.07142857142857142,1
446,7,2019-09-25 00:33:58.231296+00:00,2019-09-25 03:28:35.742984+00:00,4,3,3,1,0,0,1,0.42857142857142855,1
447,9,2019-09-25 00:34:03.351137+00:00,2019-09-25 03:28:08.979530+00:00,5,2,2,1,0,0,1,0.2222222222222222,1
448,23,2019-09-25 00:35:13.132945+00:00,2019-09-25 03:28:57.076313+00:00,7,4,4,1,0,0,1,0.17391304347826086,1
449,31,2019-09-25 00:45:07.791425+00:00,2019-09-25 03:28:43.598359+00:00,4,2,3,1,0,-1,0,0.0967741935483871,1
450,11,2019-09-25 00:36:20.877153+00:00,2019-09-25 02:59:28.839514+00:00,3,2,2,1,0,-1,0,0.18181818181818182,1
451,15,2019-09-25 00:33:04.206708+00:00,2019-09-25 03:25:27.284387+00:00,6,4,4,1,0,0,1,0.26666666666666666,1
452,8,2019-09-25 00:40:12.523893+00:00,2019-09-25 03:27:31.054447+00:00,3,1,1,1,0,0,1,0.125,1
453,23,2019-09-25 00:46:12.548969+00:00,2019-09-25 03:29:54.390132+00:00,5,1,1,1,0,-2,0,0.043478260869565216,1
454,30,2019-09-25 00:34:40.117586+00:00,2019-09-25 03:29:21.435011+00:00,6,3,3,1,0,0,1,0.1,1
455,6,2019-09-25 00:51:12.335888+00:00,2019-09-25 03:17:54.390531+00:00,2,1,1,1,0,0,1,0.16666666666666666,1
456,7,2019-09-25 00:47:59.074477+00:00,2019-09-25 02:50:01.689546+00:00,2,2,2,1,0,-1,0,0.2857142857142857,1
457,15,2019-09-25 00:48:25.980635+00:00,2019-09-25 03:24:12.931955+00:00,5,2,2,1,0,4,0,0.13333333333333333,1
458,16,2019-09-25 00:34:03.135137+00:00,2019-09-25 03:28:28.827769+00:00,4,2,2,1,0,0,1,0.125,1
459,18,2019-09-25 00:40:23.396602+00:00,2019-09-25 02:49:43.248966+00:00,4,3,3,1,0,0,1,0.16666666666666666,1
460,5,2019-09-25 00:26:42.213024+00:00,2019-09-25 03:21:16.693133+00:00,5,4,4,1,0,0,1,0.8,1
461,13,2019-09-25 00:37:55.581130+00:00,2019-09-25 03:29:18.533261+00:00,4,2,2,1,0,0,1,0.15384615384615385,1
462,12,2019-09-25 00:36:03.472653+00:00,2019-09-25 03:19:10.080877+00:00,4,2,2,1,0,0,1,0.16666666666666666,1
463,23,2019-09-25 00:35:18.153715+00:00,2019-09-25 03:23:56.668444+00:00,5,4,5,1,0,-1,0,0.21739130434782608,1
464,11,2019-09-25 00:42:40.289840+00:00,2019-09-25 03:25:38.390126+00:00,4,2,2,1,0,0,1,0.18181818181818182,1
465,11,2019-09-25 00:46:18.025699+00:00,2019-09-25 03:26:55.103989+00:00,3,2,2,1,0,-1,0,0.18181818181818182,1
466,17,2019-09-25 00:38:15.102307+00:00,2019-09-25 03:27:40.757543+00:00,5,1,1,1,0,0,1,0.058823529411764705,1
467,7,2019-09-25 00:33:31.909464+00:00,2019-09-25 03:20:21.906092+00:00,3,2,2,1,0,0,1,0.2857142857142857,1
468,14,2019-09-25 00:33:06.485851+00:00,2019-09-25 03:29:14.340208+00:00,6,4,4,1,0,-1,0,0.2857142857142857,1
469,7,2019-09-24 13:35:31.089638+00:00,2019-09-24 16:00:30.158151+00:00,5,5,6,1,1,0,1,0.8571428571428571,0
470,4,2019-09-24 13:17:28.601319+00:00,2019-09-24 15:45:15.647055+00:00,3,3,3,1,0,0,1,0.75,1
472,1,2019-09-24 13:32:16.274152+00:00,2019-09-24 13:32:16.274152+00:00,1,1,1,1,0,0,1,1.0,1
475,2,2019-09-24 13:21:43.850021+00:00,2019-09-24 14:36:51.654049+00:00,2,2,2,1,0,0,1,1.0,1
476,3,2019-09-24 13:23:52.356997+00:00,2019-09-24 16:19:44.924667+00:00,2,2,2,1,1,-2,0,0.6666666666666666,1
477,1,2019-09-24 15:14:11.251648+00:00,2019-09-24 15:14:11.251648+00:00,1,1,1,1,0,0,1,1.0,1
478,15,2019-09-24 13:51:31.837002+00:00,2019-09-24 16:43:31.192345+00:00,4,3,3,1,1,-2,0,0.2,1
479,2,2019-09-24 13:57:47.856661+00:00,2019-09-24 14:10:55.616373+00:00,2,2,2,1,0,0,1,1.0,1
481,2,2019-09-24 14:15:41.159929+00:00,2019-09-24 14:49:22.121628+00:00,1,1,1,1,0,-2,0,0.5,1
482,1,2019-09-24 14:17:12.119470+00:00,2019-09-24 14:17:12.119470+00:00,1,1,1,1,0,0,1,1.0,1
483,5,2019-09-24 14:16:07.876944+00:00,2019-09-24 15:15:59.592972+00:00,2,2,2,1,0,-2,0,0.4,1
484,7,2019-09-24 14:30:29.456070+00:00,2019-09-24 15:25:09.317669+00:00,1,1,1,1,0,-1,0,0.14285714285714285,1
485,4,2019-09-24 16:15:24.288227+00:00,2019-09-24 16:48:26.564012+00:00,2,2,3,1,1,-1,0,0.75,1
486,22,2019-10-03 13:06:06.100858+00:00,2021-03-18 07:42:56.056720+00:00,3,2,6,5,0,0,1,0.2727272727272727,1
487,3,2019-10-05 04:15:12.400474+00:00,2019-10-05 04:19:57.025171+00:00,1,0,0,1,0,-1,0,0.0,1
488,12,2019-10-09 06:42:16.083731+00:00,2019-10-10 10:06:49.042109+00:00,7,6,6,2,1,0,1,0.5,0
491,8,2019-10-23 03:00:47.982684+00:00,2019-10-23 03:05:30.378767+00:00,1,0,0,1,0,-2,0,0.0,1
492,36,2020-02-27 07:11:40.485822+00:00,2020-05-11 04:12:53.080472+00:00,10,8,8,6,0,0,1,0.2222222222222222,0
493,19,2019-12-04 05:35:36.096649+00:00,2019-12-08 11:40:22.651091+00:00,11,10,12,2,4,-1,0,0.631578947368421,0
494,28,2019-12-04 05:42:25.086556+00:00,2019-12-04 08:29:58.696608+00:00,6,4,4,1,0,-1,0,0.14285714285714285,1
495,48,2019-12-04 05:45:16.168182+00:00,2019-12-04 08:19:05.337247+00:00,5,4,4,1,0,-1,0,0.08333333333333333,1
496,17,2019-12-04 05:35:55.042854+00:00,2019-12-04 08:29:37.293931+00:00,8,7,7,1,4,-1,0,0.4117647058823529,0
498,59,2019-12-04 05:35:43.385049+00:00,2019-12-04 08:28:23.743329+00:00,6,4,16,1,0,-1,0,0.2711864406779661,1
500,51,2019-12-04 05:52:58.768764+00:00,2019-12-04 08:29:01.419424+00:00,4,1,1,1,0,-2,0,0.0196078431372549,1
501,31,2019-12-04 05:37:49.808260+00:00,2019-12-04 08:20:59.558923+00:00,5,5,5,1,0,-2,0,0.16129032258064516,0
502,14,2019-12-04 05:39:15.088264+00:00,2019-12-04 08:22:12.193935+00:00,6,5,5,1,0,0,1,0.35714285714285715,0
504,6,2020-02-21 13:03:14.929213+00:00,2020-05-11 04:15:18.417292+00:00,3,3,4,3,0,0,1,0.6666666666666666,1
505,7,2020-01-08 13:13:53.881063+00:00,2020-01-08 13:17:56.263433+00:00,1,1,1,1,0,-2,0,0.14285714285714285,1
508,26,2020-01-10 07:10:01.946735+00:00,2020-05-11 05:20:11.894212+00:00,12,12,15,8,0,-2,0,0.5769230769230769,0
510,2,2020-02-08 13:45:34.196066+00:00,2020-02-08 13:58:51.257904+00:00,1,1,1,1,0,-1,0,0.5,1
511,91,2020-02-27 08:59:18.335943+00:00,2021-04-10 11:07:45.571204+00:00,24,24,42,25,11,-2,0,0.46153846153846156,0
512,3,2020-02-22 00:33:20.307569+00:00,2020-02-22 03:50:26.501928+00:00,3,2,2,1,0,0,1,0.6666666666666666,1
513,27,2020-04-30 02:16:09.232675+00:00,2020-05-12 16:00:14.031782+00:00,13,13,14,7,4,0,1,0.5185185185185185,0
514,52,2020-02-25 13:18:11.577506+00:00,2020-11-05 12:17:48.545792+00:00,25,25,25,5,5,0,1,0.4807692307692308,0
515,115,2020-05-09 14:50:04.200494+00:00,2020-05-15 07:59:52.674674+00:00,45,36,37,6,1,0,1,0.3217391304347826,0
516,40,2020-02-28 16:52:38.581281+00:00,2020-03-15 09:48:13.924255+00:00,8,7,10,5,2,0,1,0.25,0
517,250,2020-02-25 13:55:27.118462+00:00,2020-05-12 14:59:33.314504+00:00,107,84,104,24,17,-2,0,0.416,0
519,199,2020-02-26 02:45:43.230463+00:00,2020-05-14 07:58:04.800475+00:00,84,80,88,28,34,-1,0,0.44221105527638194,0
520,29,2020-02-26 02:50:04.161146+00:00,2020-05-11 06:39:24.852419+00:00,4,4,6,2,0,-2,0,0.20689655172413793,1
521,2,2020-02-26 05:12:56.317236+00:00,2020-02-26 05:30:59.713224+00:00,1,1,2,1,0,0,1,1.0,1
